DOI,CodeAvailability
10.1038/s41597-023-02626-w,"We provide a full website with vignettes (including a complete and a basic workflow) that demonstrates the functionality of our script with the input data ( https://jbdorey.github.io/BeeBDC/index.html ). Our “basic workflow” is for users that simply wish to download our flagged but unfiltered dataset and apply (i) manual filters based on our filtering columns or further filter to only include certain (ii) countries, (iii) date ranges, or (iv) uncertainty levels. Secondly, we provide these annotated R- scripts run from start to finish on our GitHub ( https://github.com/jbdorey/BeeBDC/tree/main/inst ). Our scripts, related files, and downloaded instructions can be found on our GitHub page ( https://github.com/jbdorey/BeeBDC )."
10.1038/s41597-023-02627-9,Analysis code is deposited on Zenodo 30 and on GitHub at https://github.com/yochannah/subjective-data-models-analysis . Code is shared under a permissive MIT licence.
10.1038/s41597-023-02636-8,"For data processing and generation of data products, we relied on open-source software packages. Specific software versions, when relevant, have been duly specified. The R code used to retrieve data from NCBI Nucleotide, GBIF, EID2, and NHM datasets is available at figshare 92 . Codes for cross-referencing Nucleotide and PubMed, as well as meta-network analysis, are housed in the same repository. GBIF and NCBI Nucleotide data are within the *.RData file, which can be loaded into R using the ‘load’ statement."
10.1038/s41597-023-02649-3,No custom code was generated for this work.
10.1038/s41597-023-02523-2,"No custom code is being published related to the creation of this dataset, however any fields that involve calculations have been documented in the metadata to allow users of the dataset to replicate and evaluate the calculations which were made to produce the dataset."
10.1038/s41597-023-02661-7,Codes for benchmarking scaffolding approaches and constructing a non-redundant non-coding gene annotation are freely available at GitHub ( https://github.com/jkimlab/NCMD_study ). The other programs used in this study were executed following their manuals. The version and used parameters of programs are specified in the Methods section.
10.1038/s41597-023-02668-0,This work did not utilize a custom script. Data processing was carried out using the protocols and manuals of the relevant bioinformatics software.
10.1038/s41597-023-02686-y,A compiled protocol and supplementary files and information are deposited as ‘report.zip’ at Zenodo 22 . The index.html links to the analysis report and compiled R markdown file. The raw code and source annotations are deposited as ‘analysis.zip’ in the same repository.
10.1038/s41597-023-02669-z,The code used to create and analyze the datasets is openly accessible via https://github.com/MCM-Fischer/VSDFullBodyBoneModels and versioned at Zenondo: https://doi.org/10.5281/zenodo.8316730 53 .
10.1038/s41597-023-02688-w,No custom code was utilized in this study. Data processing was performed by relevant pipelines and software according to the manual and protocols and the version as well as useful parameters have been described in the Methods section. The default parameters as developers suggested were used in those pipelines and software of which parameters were not specifically mentioned in this work.
10.1038/s41597-023-02677-z,"All software used in this work is in the public domain and the parameters are clearly described in the Methods section. Where no detailed parameters have been mentioned for a type of software, default parameters were used as suggested by the developer."
10.1038/s41597-023-02665-3,The code utilized for maize mapping is open-source and will be published on GitHub ( https://github.com/lixingang/ChinaMaizeCls ) and along with the maize maps 45 ( https://doi.org/10.6084/m9.figshare.22689751.v17 ).
10.1038/s41597-023-02652-8,"The FAIR EVA source code developed in Python is fully open access ( https://github.com/IFCA-Advanced-Computing/FAIR_eva ), a running instance can be found in fair.csic.es and in full detail at DIGITAL.CSIC 54 [ https://doi.org/10.20350/digitalCSIC/14559 ]."
10.1038/s41597-023-02664-4,The scanning sequence for HCP D/A is available on request from the Connectome Coordination Facility ( https://nda.nih.gov/ccf/ ). The data processing used the openly accessible HCP pipeline version 4.3.0 ( https://github.com/Washington-University/HCPpipelines/releases/tag/v4.3.0 ) and Freesurfer version 6.0 ( https://surfer.nmr.mgh.harvard.edu/pub/dist/freesurfer/ ) run on the connectome workbench version 1.4.2 ( https://www.humanconnectome.org/software/get-connectome-workbench ).
10.1038/s41597-023-02666-2,"The dataset and the raw data are hosted in Zenodo https://doi.org/10.5281/zenodo.8342596 under the CC0 license 36 . All the code for reproducing the experimental protocol, the building and preprocessing of the dataset, and the use of the baseline model are available in the repository https://github.com/soundclim/anuraset under the MIT license. We open the Python code to fast development of new deep learning models and experiments in Pytorch."
10.1038/s41597-023-02646-6,"The audio classifier and the algorithm for extracting breathing features are available in a public repository ( https://github.com/smarty4covid/smarty4covid.git ). Furthermore, the repository includes the weights of the CNNs used by the classifier and a script for generating triples from the available data for the purpose of customizing the smarty4covid OWL knowledge base."
10.1038/s41597-023-02675-1,No novel code was used in the construction of the OIMHS dataset.
10.1038/s41597-023-02674-2,All code used to analyse and visualise this data set has been deposited in the GitHub repository https://github.com/SKBuddenborg/Smansoni_rnaseq and is archived at Zenodo ( https://doi.org/10.5281/zenodo.7849283 ) 38 .
10.1038/s41597-023-02672-4,"The source codes used for data generation and initial image processing for melt-pool detection and geometrical analysis are also available along with the data. These codes can serve as a useful tool for future integration. The descriptions of the inputs and outputs of the used image processing function are summarized in Tables 5 , 6 , respectively."
10.1038/s41597-023-02653-7,"The code used for preprocessing and segmenting figures is publicly available on GitHub: https://github.com/lamps-lab/Patent-figure-segmentor and https://github.com/GoFigure-LANL/figure-segmentation . Similarly, the software used for extracting semantic information, including object names and viewpoints from patent captions, is publicly available at https://github.com/lamps-lab/Visual-Descriptor ."
10.1038/s41597-023-02676-0,"Refer to the README file accessible at the GitHub repository ( https://github.com/fbranda/west-nile ) for further instructions on how to use the dataset, import it either in R or Python, and carry out some exploratory analysis. The same link also hosts the dynamic version of WNVDB and all source codes to reproduce the results reported in this Data Descriptor."
10.1038/s41597-023-02693-z,The source code is included as part of the dataset 68 . All code is implemented using MATLAB (MathWorks Inc.)
10.1038/s41597-023-02699-7,All commands and pipelines used in data processing were executed according to the manual and protocols of the corresponding bioinformatics software.
10.1038/s41597-023-02644-8,No custom code was used in the development of this dataset.
10.1038/s41597-023-02660-8,"The validation code and models are released in the Github repository https://github.com/GrainSpace/GrainSet . We conducted benchmark analysis using PyTorch and OpenCV, and all parameters used in our implementation are reflected in the repository."
10.1038/s41597-023-02662-6,The dataset is freely available as described in Data Records. The custom code to generate or process these data can be found in the following GitHub repository: https://github.com/micschaefer/does-utils . The rights to the source code of the validation model belong to Saarstahl AG and unfortunately cannot be published.
10.1038/s41597-023-02697-9,"The code developed for the EPOS Data Portal system is available on the GitHub repository of EPOS https://epos-eu.github.io/epos-open-source/ . Other code that contributed to the development of the system is already available on such repository, as in the case of the SHAPEness metadata Editor ( https://github.com/epos-eu/SHAPEness-Metadata-Editor ) and the specifications for EPOS-DCAT-AP extension ( https://github.com/epos-eu/EPOS-DCAT-AP )."
10.1038/s41597-023-02673-3,"The code for automatically adjusting the timesteps of JM labels, computing the JM labels of the audio recordings and for technical validation is available at Gitlab ( https://gitlab.com/luciano.mrau/acoustic_dairy_cow_dataset ). All code was written in Python 3.8.10 and distributed under the MIT license. Small changes should be made to the scripts by specifying the path of the audio files of the execution environment."
10.1038/s41597-023-02698-8,The code used to collect and store the individual consumption data is available at https://github.com/feelab-info/eGaugeDataAcquisition . The code was developed using Python3.6 and deployed on a Linux machine (Raspbian see http://www.raspbian.org/ )). The Python3 code to reproduce the examples presented in this paper is available on the dataset repository at https://doi.org/10.17605/OSF.IO/K3G8N 34 .
10.1038/s41597-023-02690-2,"The energy calculations with the 76 different post-SCF functionals were performed using the SCM software package 29 . The GFN2-xTB energies were computed using the XTB version 6.3.3 software package 30 , 31 , 32 . The G4MP2 energies were obtained from a previous paper by Kim et al . 16 , 26 . The workflow of the calculations and collection of data are build using the Python3.7.10 and BASH scripts. The atomistic simulation environment (ASE) 33 was used to create the database file in SQLite3 format. The csv files were created using pandas. The plots were generated using the matplotlib library. All scripts are available on GitHub under the MIT license agreement ( https://github.com/chemsurajit/largeDFTdata )."
10.1038/s41597-023-02683-1,"The repository of brain tumor recurrence prediction data can be found on our GitHub ( https://github.com/siolmsstate/brain_mri ). Pydicom version 2.3.0 and SimpleITK version 2.1.0 have been used in data preprocessing. The baseline model framework is generated using TensorFlow version 2.8.0. We release sample codes for users to get started with raw data, guiding through loading the data and all preprocessing steps. Fundamental data visualization is also available."
10.1038/s41597-023-02694-y,The code used to build the data described in the GRIDCERF package can be accessed on GitHub here: https://github.com/IMMM-SFA/vernon-etal_2023_scidata . They are in a Jupyter Notebook format to allow for interactive visualization and description throughout. The CERF modeling software is also available at https://github.com/IMMM-SFA/cerf and is detailed in Vernon et al . 12 .
10.1038/s41597-023-02717-8,The custom R code used to convert data retrieved from Scopus to the appropriate format for visualisation in CitNetExplorer is available from GitHub ( https://github.com/MichaelBoireau/Scopus2CitNet ). The custom PYTHON script used for plotting the scientometric aspects of the included literature is also available from GitHub ( https://github.com/LSLeClercq/ABCal ).
10.1038/s41597-023-02679-x,"The code for computing joint angles and moments is provided alongside the data in FigShare 28 . The function uses the batch OpenSim processing tools 36 to run the inverse kinematics and inverse dynamics through MATLAB and generate a folder containing “ ik . mot ” and “ inverse_dynamics.sto ” files for the joint angles and moments from the inverse kinematics and inverse dynamics, respectively. The code is accompanied by a README file describing these details and its usage."
10.1038/s41597-023-02714-x,No in-house code or scripts were used in this study. Commands and pipelines used for data processing were executed using their corresponding default parameters.
10.1038/s41597-023-02712-z,No custom code was made during the collection and validation of this dataset.
10.1038/s41597-023-02702-1,The code for data validation is open-source and available at the GitHub repository https://github.com/LiqiaoHuang/Recipe_dataset.git .
10.1038/s41597-023-02681-3,"The code to reproduce results, documentation, and tutorials are available in the GitHub repositories: metadata_gen 31 1.0.0 – a tool for generating a property graph metadata, csvrelgen 30 1.0.0 – a tool for creating complex relationships between concepts, mizgra 27 1.0.0 – a main tool for generating a property graph serialization, esx_verify 35 1.0.1 – a tool for checking semantics correctness. All software is provided with open-source licenses and has a Docker version. A sample usage contains: 1. In the first step, users should use ESX files. 2. In the second step, users can optionally check syntactical correctness via xmllint or other XML Schema validators. 3. In the third step, users can optionally check semantic correctness via esx_verify. 4. In the fourth step, users may use csvrelgen to generate relationships. 5. In the fifth step, users can use metadata_gen to generate metadata (in XML) for the dataset. 6. In the sixth step, users may prepare RDF resources, e.g. via the SPARQL endpoint. 7. In the seventh step, users can use ESX (see item 1), CSV (see item 4), XML metadata (see item 5), and RDF (see item 6). 8. In the last step, users can load the GraphML data to the graph database, e.g. Neo4j 37 ."
10.1038/s41597-023-02710-1,The code used to assess significance of the interactions was deposited under the following link: https://github.com/MaximeCarlier12/Interactome_proteins_ecoli . The MIT license is available at: https://github.com/MaximeCarlier12/Interactome_proteins_ecoli/blob/master/LICENSE .
10.1038/s41597-023-02715-w,"Raw sequencing data were analyzed using publicly available bioinformatics softwares. We used common data analysis software packages and no custom code was created. Software tools used are as follows: FastQC: v0.11.7, https://www.bioinformatics.babraham.ac.uk/projects/fastqc/ Bowtie: v1.2.2, https://bowtie-bio.sourceforge.net/index.shtml GtRNAdb: http://gtrnadb.ucsc.edu/ tRNAscan-SE: v2.0, http://lowelab.ucsc.edu/tRNAscan-SE/ Cutadapt: v1.17, https://github.com/marcelm/cutadapt/ edgeR: v3.24.3, https://bioconductor.org/packages/release/bioc/html/edgeR.html R software: v3.5.1, https://www.r-project.org/ OmicStudio tools ( https://www.omicstudio.cn/tool ) was used for prediction of target genes. GraphPad Prism 9 (GraphPad Software Inc., USA) was used for statistical analyses and data visualization."
10.1038/s41597-023-02684-0,"The proprietary software of Artec Leo and Autoscan Inspec was used for processing the scans. For the analysis of the dimensions of instruments, a Python script was written using the Trimesh, Numpy and Pandas library. Another Python script is provided for rescaling and smoothing the original models into a multifold of models, using deformations and affine transformations. All code is available in the data repository 30 ."
10.1038/s41597-023-02633-x,"The code to format and process data was developed in R computing environment and is freely available in the Zenodo repository 22 . This is a static copy of the data peer-reviewed in 2023, which is a release from the dynamic Github repository https://github.com/Tania-Maxwell/MarSOC-Dataset . When using data from this dataset please cite this publication, along with the original sources. Both dataset and code are available under a Creative Commons License (CC-BY)."
10.1038/s41597-023-02700-3,"R-code to analyse the data is made available on the website of the University of Antwerp and via the Zenodo repository 38 ( https://doi.org/10.5281/zenodo.10049811 ) under the creative Commons license option (CC-BY). We added the open license to our dataset page (CC-BY). This license enables reusers to distribute, remix, adapt, and build upon the material in any medium or format, so long as attribution is given to the creator. We encourage other researchers who use our dataset to share their code with us. In that way, we can group all analyses that are performed on this MOSA dataset together."
10.1038/s41597-023-02692-0,"No custom code was used nor is required to generate or process the datasets provided. All shape files were generated and can be opened with the opensource software QGIS or a similar GIS software platform, such as ArcGIS."
10.1038/s41597-023-02557-6,"This is an image data set and annotations have been provided in a widely used format for computer vision data sets–the COCO Camera Traps JSON format. Since the annotations have already been included in a standardized format, no additional code has been supplied."
10.1038/s41597-023-02708-9,All the relevant codes to produce the global dataset of future climates are publicly available at the GitHub repository ( https://github.com/mit-jp/SD-BC ). The pattern-change kernels” (PCKs) for all the CMIP6 models are created using Grid Analysis and Display System (GrADS). The SD-BC procedure is carried out using FORTRAN 90 programming language.
10.1038/s41597-023-02695-x,The Python codes for generating and processing data and be accessed through GitHub ( https://github.com/Xiongkovsky/glass_vis_lstm_code ).
10.1038/s41597-023-02713-y,"The original scripts to clean, process, and match the original 1940 Census and mortality records were written in the R programming language. They are available at https://github.com/caseybreen/censocdevgithub.com/caseybreen/censocdev . The code to reproduce all figures and tables in this paper is available from the Open Science Framework 43 ."
10.1038/s41597-023-02725-8,All software and pipelines were executed according to the manual and protocols of the published bioinformatics tools. The version and code/parameters of the software have been detailed and described in Methods. No custom code was used during the compilation of the dataset.
10.1038/s41597-023-02727-6,"All bioinformatic tools utilized in this study, along with their respective parameters, are clearly described in “Methods” section. In instances where specific parameters for the software were not specified, default parameters were employed as recommended by the developer."
10.1038/s41597-023-02732-9,"The code used to create Can-SWaP (i.e., generating the watersheds, populating the attributes with RiverATLAS, extracting statistics) is available on Github at https://github.com/FNRobinne/Can-SWaP.git , and as an archive on Figshare 87 . It will require the user to download the necessary HydroSHEDS products. Running the code requires RTools installed on the user’s machine. The final versions of these datasets were built in QGis 3.28.3-Firenze, R v4.2.2, RStudio 2022.12.0 Build 353, and ArcGIS 10.x for some data conversion from ESRI proprietary formats into OGC formats."
10.1038/s41597-023-02730-x,"All software and pipelines were executed following the manuals and protocols provided by the published bioinformatic tools. The version and parameters of software have been described in Methods. If no detail parameters were mentioned for a software, default parameters were used as recommended by developer."
10.1038/s41597-023-02687-x,The code and models used to perform the experiments are available online at the following link: https://github.com/simula/cellular .
10.1038/s41597-023-02728-5,Code used to produce the graphs is available in the dataverseNL (DANS) repository alongside the static version of the dataset through https://doi.org/10.34894/Z43J6I . Figures and analysis were done using Rstudio version 2023.03.0 742 and R version 4.2.2 712 .
10.1038/s41597-023-02722-x,No custom code was used in this project.
10.1038/s41597-023-02735-6,"All R codes (R3.5.3, https://www.r-project.org ) for creating provincial and gridded population datasets for China are stored in public repository Figshare 30 . Explanations are internalized in the script to help users with implementation."
10.1038/s41597-023-02682-2,"Custom tools used to take photos, generate renders, annotate photos, and extract annotated bricks from the complete scene, including the trained neural networks, are publicly available through the Lego Sorter project 15 and its repositories available at https://github.com/LegoSorter ."
10.1038/s41597-023-02709-8,The analysis results associated with this paper is available on Github ( https://github.com/saminagul12345/breast_cancer ) and the R code used in the analysis of the data is available on Github ( https://github.com/saminagul12345/breast_cancer ).
10.1038/s41597-023-02723-w,"The custom MATLAB code used to calculate hand anatomical angles is freely available on Zenodo 37 . Its use requires a prior calibration procedure of the data glove, which was developed in previous work 26 ."
10.1038/s41597-023-02645-7,Computational tools have been developed for processing BSMN data. A list of these tools and their repositories is available on the Synapse site at https://bsmn.synapse.org/Explore/Tools and is included in Table 7 .
10.1038/s41597-023-02734-7,"The codes, which are used to generate the 3D representative models and the related results of this manuscript, are released and publicly available at https://github.com/Chall513032/CoalSegmentation ."
10.1038/s41597-023-02721-y,"Code and data are available free of charge. The code is provided in our Github repository https://github.com/aimat-lab/3DSC . For reproducibility, the SHA of the final commit for this publication is 2471dd51a298a854cb4f365ebd39e72c7cbf3634. The data is available on figshare 30 ."
10.1038/s41597-023-02739-2,No custom code was used.
10.1038/s41597-023-02703-0,The script code for toxins cDNA analysis can be accessed as supplementary materials to the article “The mining of toxin-like polypeptides from EST database by single residue distribution analysis” 15 . No special constants were used. Identity search engine 12 is available at https://github.com/levitsky/identipy .
10.1038/s41597-023-02705-y,"The project framework that has been implemented for evaluating our corpus is stored at the corpus repository 32 in the LUPAN_code.zip file: https://doi.org/10.57745/XIVJ65 . It includes all the scripts used for constructing the corpus and the code of the preliminary experiments presented in Technical validation. The code has the following structure: 1. Corpus construction: • pdf2text.py – text extraction from the documents in the PDF format • segment_construction.py – segment construction from the annotated documents in the txt format 2. Preliminary experiments: • data_loader.py - load segments from the txt format, split the data into 80%/20% for learning/test • segment_classification.py – 4-label classification by the CamemBERT model To reconstruct the experiments: (a) Download and place the PDF documents to the Corpus_PDF folder. The links to the original documents are provided in the Text extraction section above. (b) Extract text from the documents using our pdf2text.py module. The resulting files will be saved to the Corpus_txt directory. (c) Manually pre-process the documents as it is decribed in Methods (annotation details) and Data records (data formats). To skip this part download Corpus_Manual_Annotation_Consolidated_Version.zip from the corpus repository, extract it to the same directory with the code. (d) Construct label segments from manually annotated documents using segment_construction.py module. To skip this part download Corpus_Extracted_Segments_Consolidated_Version.zip from the corpus repository, extract it to the same directory with the code. (e) Prepare label segments for learning by using data_loader.py . (f) Use segment_classification.py for learning and validation. For detailed examples please refer to the README file provided with the code."
10.1038/s41597-023-02742-7,The code used to check species names can be found in the R package ‘plantlist’ version 0.7.2.
10.1038/s41597-023-02711-0,No custom code was used to generate or process the data described in this manuscript.
10.1038/s41597-023-02756-1,The code used to calculate the DEDI dataset is available via GitHub ( https://github.com/XiaZhang1113/Daily-drought-index–DEDI ) under the MIT license. The scripts are written with the open-source Python language version 3.8.6 ( https://www.python.org/ ) and the Climate Data Operators (CDO) version 1.9.10 ( https://code.mpimet.mpg.de/ ). Any updates will be published on GitHub.
10.1038/s41597-023-02628-8,"All code used to generate and manipulate the dataset, as well as code used in the Technical Validation is available at the GitHub repository 44 . Further details and documentation regarding code usage are included therein."
10.1038/s41597-023-02548-7,All code necessary to reproduce our Level 2 datasets are written in the open source R Statistical Software 34 version 4.2.2 and are publicly available in our ESS-DIVE repository accessible at https://doi.org/10.15485/1960313 10 in ec1_processingscripts_v1.zip . All scripts follow a standardized structure outlined in template.R and are named in the following format: [Sample Type]_[Analyte].R that correspond to their respective dataset name.
10.1038/s41597-023-02743-6,"The authors provide an open-source Python package ( https://github.com/Stocastico/xapi_analysis ) that simplifies the data analysis of datasets like the ones described in this manuscript. The library requires Python ≥3.9, Pandas and Seaborn, and it has been created using the nbdev v2 environment. The code for the applications used in English Literacy and STEM pilots will not be released as open source since the authors are planning to further develop and exploit them. Instead, two videos ( English Literacy video , STEM video ) are shared so that the reader can see how the applications were and how the students could interact with them. The code used for PBIS has been released under the EUPL license and the repository ( https://gitlab.com/aretewp5/PBISAR-App ) is available on Gitlab. And finally, the LXD pilot has been released with an MIT license and the repository ( https://github.com/WEKIT-ECS/MIRAGE-XR/ ) is available on GitHub."
10.1038/s41597-023-02738-3,"The preprocessing of the kinematic data (removal of unused columns in.csv files (see Table S1 , checking for corrupt files, removal of sensitive data, naming and sorting of files into folders) as well as the normalization of the kinematic data was performed using custom Python 46 code, and can be found in the folder called Code within the CeTI-Age-Kinematic-Hand 42 database. The custom Python scripts 46 , 47 , 56 used for the descriptive analyses and ML-based movement classifications reported in the Technical Validation section can also be found in the Code folder of CeTI-Age-Kinematic-Hand 42 ."
10.1038/s41597-023-02707-w,"All software used in this work is in the public domain and their parameters are described in the Methods section. If a software did not mention parameters, the default parameters suggested by the developer were used."
10.1038/s41597-023-02718-7,"You can access the car-following data and apply baseline algorithms with trained models, including the parameters of traditional models like IDM and GHR, for each dataset. These datasets and models are publicly available on GitHub at https://github.com/HKUST-DRIVE-AI-LAB/FollowNet ."
10.1038/s41597-023-02750-7,"The R code used to preprocess the metabolomics data was based on R 4.0.1 and the R package maplet 27 . The code is available at https://github.com/krumsieklab/prostate-cancer-edrn . In the same script, we also provide an example to illustrate how to use the maplet R package to load the data and run differential analyses based on the available clinical parameters. This can serve as a template for users to build their own analysis pipelines."
10.1038/s41597-023-02755-2,"The DFT results database, code used to generate figures, and tool for ingesting new data into this database are available at https://nanohub.org/tools/vaspingestor 22 , 23 . This code is also available at https://github.com/katnykiel/vasp_ingestor ."
10.1038/s41597-023-02655-5,"If no detailed parameters were mentioned, all software and tools in this study were used with their default parameters. No specific code or script was used in the study."
10.1038/s41597-023-02741-8,"The code to replicate the experiment is available online. The frontend of the experiment was developed using Next.js and Chakra UI. Next.js is a React framework that enables server-side rendering, automatic code splitting, and other useful features for building web applications. Chakra UI is a component library that provides a set of customizable and accessible UI components to build user interfaces quickly and easily. The UI layout is described in the file ui.json and rendered on the app through the function renderJSON . The backend was implemented using Node.js and Express, with a PostgreSQL database used to store data. The frontend and backend communicate with each other through a RESTful API, providing a secure and efficient way for data to be transmitted between the two. Researchers interested in replicating the experiment can access the code and customize it to their needs, allowing for greater flexibility and control over the experimental setup. More information can be found in the Github repository ( https://github.com/mu-sse/adaptiveUIs-project/tree/main/app-mixing-machine ). The code for conducting technical validation has been developed using Python and is accessible through the GitHub repository provided in this document. To make use of the IBM API data quality for AI, a free sign-up process is necessary, which can be initiated at the following URL: https://www.ibm.com/account/reg/us-en/signup?formid=urx-50307 . This sign-up process will provide access to the required API keys, as detailed in the accompanying documentation. For additional information and access to the code, please refer to the GitHub repository available online ( https://gist.github.com/aicarrera/e6f99ea7f857de4c949afd2dfe1ff9be ). Code illustrating dataset usage in the context of sequential recommendation (next-step prediction) through Markov chains has been developed using Python, building upon prior research 21 . More information is available online in the Github repository ( https://github.com/mu-sse/adaptiveUIs-project/tree/main/HMI-sequence-recommender )."
10.1038/s41597-023-02746-3,"Our code is fully available in Martín-Forés et al . (2023); https://doi.org/10.6084/m9.figshare.23513478 27 . The code can also be accessed on github, https://github.com/MartinFores/AFA ."
10.1038/s41597-023-02720-z,Python 3.8 was used for conversion of the MODIS products from HDF files to raster and all data handling and processing was thereafter done in R version 4.0.0. All data processing and modelling procedures are available as R scripts on a public Github repository: https://github.com/evabendix/AntAir-ICE . Using this code it is possible to download new available MODIS LST and IST scenes and apply the model to continue the near-surface air temperature dataset.
10.1038/s41597-023-02659-1,"The dataset is stored on Zenodo ( https://doi.org/10.5281/zenodo.8250217 ) 28 and curated on Github ( https://github.com/cldf-datasets/gata ). The current release of the repository is Version 1.0.0 and was peer-reviewed in 2023. All data is available under a CC-BY 4.0 license. All scripts that have been used during the pre-processing of the data are made available within the repository. Specifically, Python-scripts were used after the manual annotation of the data for the standardization of all annotations, as well as for the aggregation of the individual spreadsheets. The script that was used for the conversion into CLDF is also part of this repository."
10.1038/s41597-023-02748-1,The R and Python scripts written to generate Fig. 5 and Figure S2 are available in GitHub 23 .
10.1038/s41597-023-02740-9,No custom code has been used during the generation of these datasets.
10.1038/s41597-023-02678-y,No custom code has been used.
10.1038/s41597-023-02754-3,This work does not require any code.
10.1038/s41597-023-02736-5,"The code is fully operational under R 4.0.3. Variable standardization and statistical processing were performed using dplyr , caret , mgcv , randomForest , MLmetrics , Kendall , trend , SpatialEco and iml packages. The full code and sample dataset are publicly available through the figshare repository ( https://doi.org/10.6084/m9.figshare.23528232 ) 72 ."
10.1038/s41597-023-02724-9,"The R script and functions written by the authors used in the analysis are available at the following GitHub repository: https://github.com/balsedie/trilomorph . Analyses have been computed with R version 4.1.3 113 with specific functions (available at Github) and the package geomorph version 4.0.1 57 , 58 ."
10.1038/s41597-023-02696-w,All code for processing the raw MCD19A2 HDF-EOS files as well as reconstructing the missing data is available on GitHub: https://github.com/lu-liang-geo/AOD-reconstruction or Figshare 55 . The code is all provided in Python using open-source libraries for reproducibility.
10.1038/s41597-023-02761-4,No custom code was used to generate or process the data described in this manuscript.
10.1038/s41597-023-02770-3,No specific script was used in this work. The codes and pipelines used for data processing were all executed according to the manual and protocols of the corresponding bioinformatics softwares (detail parameters see Table S2 ).
10.1038/s41597-023-02598-x,The code for all analyses and figures of this study has been deposited at https://github.com/dznetubingen/rimod-ftd-dataset .
10.1038/s41597-023-02764-1,The GitHub page of the Research Center E. Piaggio 22 contains the MATLAB scripts that were used to extract and visualize data from the ROS bag (.bag) files. This GitHub repository contains also the README files describing these scripts. The same files can also be accessed on Zenodo 23 .
10.1038/s41597-023-02776-x,The specific codes for analyses of RNA-seq data are available at https://github.com/matevzl533/Noccaea_praecox_transcriptome .
10.1038/s41597-023-02765-0,No custom scripts or code were used in this study.
10.1038/s41597-023-02777-w,The construction of the gridded dataset PISCOt v1.2 was performed using the R (v3.6.3) and Python (v3.8.5) programming languages. The entire code used is freely available at figshare 137 and GitHub ( https://github.com/adrHuerta/PISCOt_v1-2 ) under the GNU General Public License v3.0.
10.1038/s41597-023-02763-2,"The GitHub page of the Research Center E. Piaggio 37 and Zenodo 36 host the MATLAB code attached to the data presented in this paper. This can be used to extract and visualize data from ROS bag files. In particular, the GitHub repository contains a README file describing each of the scripts individually."
10.1038/s41597-023-02747-2,"A Python source code is provided to help future dataset users. We provide an API for accessing the data and some examples of the type of studies that can be done by using this dataset. The API ( phyafb_api.py file) is composed of the following functions: • read_hr_file : This function is designed to read an HR file for a specific game and player. It returns a list containing the HR values recorded. If there is no file available for the given game and player (indicating that the player did not participate in that particular game), the function returns an empty list. • read_playing_file : The purpose of this function is to read a PLAYING file for a specific game and player. It returns a list consisting of binary values (1 or 0). A value of 1 signifies that the player was on the court at that particular moment, while a value of 0 indicates that the player was on the bench. If there is no file available for the given game and player, the function returns an empty list. • read_game_file : This function facilitates access to specific fields within the GAME files. Along with the game and player parameters, the field name needs to be specified as an additional parameter. The function then returns a list containing the values of the specified field. If there is no file available for the given game and player, the function returns an empty list. We also provide a Python script phyafb_demo.py to obtain the figures shown in the previous section."
10.1038/s41597-023-02778-9,"The source code for our data pipeline is publicly available on GitHub at https://github.com/PDBe-KB/process-complex-data . This repository contains a Python package that aggregates data for macromolecular complexes from the PDBe graph database, assigns unique identifiers, and generates human-readable names. Additionally, we have created a demo repository that allows developers to test and benchmark the complex identifier-generating process. This repository is available on GitHub at https://github.com/PDBe-KB/pdbe-complex-analysis-demo ."
10.1038/s41597-023-02762-3,We provide the raw data files obtained during the data collection structured by a user identifier. We did not implement any specialized code to pre-process the data.
10.1038/s41597-023-02781-0,All code used in this paper can be downloaded on GitHub at https://github.com/zexuwu/hald .
10.1038/s41597-023-02767-y,See usage notes for information on code availability to compute or process the available data.
10.1038/s41597-023-02760-5,The code used to produce the AHRA V5 MO dates is archived at Zenodo 48 . Additional code used to complete the analysis and produce figures in this paper is available at Zenodo 49 .
10.1038/s41597-023-02766-z,"The code that accompanies this article is publicly available in the following GitHub repository: https://github.com/BartsMRIPhysics/Speech_MRI_2D_UNet (software licence: Apache version 2.0). The repository contains already trained versions of a state-of-the-art speech MR image segmentation method 47 that are ready to use immediately. These versions were trained using the datasets described in this article. The repository also contains instructions and Python code to train and evaluate new versions of the method using the datasets described in this article. The code is designed to allow users to choose several important training parameters such as the training and validation dataset split, the number of epochs of training, the learning rate and the mini-batch size. In addition, the code is designed to be compatible with any dataset as long as it is organised and named in a specific way. The repository contains Python code to check that the datasets are not corrupted and are organised and named in the specific way required by the segmentation method, as well as Python code to perform the image pre-processing required by the method, namely normalising the images and saving the normalised images as MAT files."
10.1038/s41597-023-02779-8,The R scripts for reproducing the main figures are available through the GitHub repository at https://github.com/kaipengl/batcheffectsdataset .
