DOI,Date,Kind,Title,Authors,Image URL
10.1038/s41597-023-02889-3,2024-01-06,Data Descriptor,Cytochrome oxidase I DNA barcodes of crocodilians meat selling in Hong Kong,Wai Lok So | Tze Kiu Chong | Jerome Ho Lam Hui,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02889-3/MediaObjects/41597_2023_2889_Fig1_HTML.png
10.1038/s41597-024-02910-3,2024-01-06,Data Descriptor,"Near-chromosomal-level genome of the red palm weevil (Rhynchophorus ferrugineus), a potential resource for genome-based pest control",Naganeeswaran Sudalaimuthuasari | Biduth Kundu | Khaled M. A. Amiri,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02910-3/MediaObjects/41597_2024_2910_Fig1_HTML.png
10.1038/s41597-023-02888-4,2024-01-06,Data Descriptor,An RNA-seq atlas of mouse brain areas during fasting and diet-induced obesity,Petar V. Todorov | Anders Bue Klein | Tune H. Pers,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02888-4/MediaObjects/41597_2023_2888_Fig1_HTML.png
10.1038/s41597-023-02827-3,2024-01-08,Data Descriptor,A comprehensive dataset of photonic features on spectral converters for energy harvesting,Rute A. S. Ferreira | Sandra F. H. Correia | Paulo S. André,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02827-3/MediaObjects/41597_2023_2827_Fig1_HTML.png
10.1038/s41597-023-02796-7,2024-01-08,Data Descriptor,Measuring the presence and incidence of cholera in Hindustan: New data from primary sources for the colonial era,Maqsood Aslam | Thomas Baudin | Reda Marakbi,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02796-7/MediaObjects/41597_2023_2796_Fig1_HTML.png
10.1038/s41597-023-02824-6,2024-01-08,Data Descriptor,A database of mapped global fishing activity 1950–2017,Yannick Rousseau | Julia L. Blanchard | Yimin Ye,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02824-6/MediaObjects/41597_2023_2824_Fig1_HTML.png
10.1038/s41597-023-02867-9,2024-01-09,Data Descriptor,"A global dataset of biochar application effects on crop yield, soil properties, and greenhouse gas emissions",Xin Li | Dong Wu | Wenju Zhang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02867-9/MediaObjects/41597_2023_2867_Fig1_HTML.png
10.1038/s41597-023-02901-w,2024-01-09,Data Descriptor,De novo chromosome-level genome assembly of Chinese motherwort (Leonurus japonicus),Xinrui Wang | Lili Zhang | Li Guo,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02901-w/MediaObjects/41597_2023_2901_Fig1_HTML.png
10.1038/s41597-023-02907-4,2024-01-09,Data Descriptor,Chromosome-level genome assembly of humpback grouper using PacBio HiFi reads and Hi-C technologies,Jinxiang Liu | Huibang Sun | Quanqi Zhang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02907-4/MediaObjects/41597_2023_2907_Fig1_HTML.png
10.1038/s41597-023-02883-9,2024-01-09,Data Descriptor,"Bridging the gap in fishing effort mapping: a spatially-explicit fisheries dataset for Campanian MPAs, Italy",Pamela Lattanzi | Jacopo Pulcinella | Anna Nora Tassetti,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02883-9/MediaObjects/41597_2023_2883_Fig1_HTML.png
10.1038/s41597-023-02902-9,2024-01-09,Data Descriptor,"Enhanced U-Pb detrital zircon, Lu-Hf zircon, δ18O zircon, and Sm-Nd whole rock global databases",Stephen J. Puetz | Christopher J. Spencer | Nick M. W. Roberts,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02902-9/MediaObjects/41597_2023_2902_Fig1_HTML.png
10.1038/s41597-023-02835-3,2024-01-09,Data Descriptor,Seawater physics and chemistry along the Med-SHIP transects in the Mediterranean Sea in 2016,Katrin Schroeder | Vedrana Kovačević | Soultana Zervoudaki,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02835-3/MediaObjects/41597_2023_2835_Fig1_HTML.png
10.1038/s41597-023-02890-w,2024-01-09,Data Descriptor,Public transport accessibility indicators to urban and regional services in Great Britain,J. Rafael Verduzco Torres | David Philip McArthur,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02890-w/MediaObjects/41597_2023_2890_Fig1_HTML.png
10.1038/s41597-023-02875-9,2024-01-10,Data Descriptor,Delineation of endorheic drainage basins in the MERIT-Plus dataset for 5 and 15 minute upscaled river networks,Alexander A. Prusevich | Richard B. Lammers | Stanley J. Glidden,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02875-9/MediaObjects/41597_2023_2875_Fig1_HTML.png
10.1038/s41597-023-02846-0,2024-01-10,Data Descriptor,An electricity smart meter dataset of Spanish households: insights into consumption patterns,Carlos Quesada | Leire Astigarraga | Cruz E. Borges,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02846-0/MediaObjects/41597_2023_2846_Fig1_HTML.png
10.1038/s41597-023-02904-7,2024-01-10,Data Descriptor,Curated mode-of-action data and effect concentrations for chemicals relevant for the aquatic environment,Lena Kramer | Tobias Schulze | Wibke Busch,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02904-7/MediaObjects/41597_2023_2904_Fig1_HTML.png
10.1038/s41597-023-02731-w,2024-01-10,Data Descriptor,A bite force database of 654 insect species,Peter Thomas Rühr | Carina Edel | Alexander Blanke,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02731-w/MediaObjects/41597_2023_2731_Fig1_HTML.png
10.1038/s41597-023-02744-5,2024-01-10,Data Descriptor,Simulated outcomes for durotomy repair in minimally invasive spine surgery,Alan Balu | Guillaume Kugener | Daniel A. Donoho,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02744-5/MediaObjects/41597_2023_2744_Fig1_HTML.png
10.1038/s41597-023-02891-9,2024-01-11,Data Descriptor,"Occupant behavior, thermal environment, and appliance electricity use of a single-family apartment in China",Chuang Wang | Xiaoyan Li | Shufang Gao,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02891-9/MediaObjects/41597_2023_2891_Fig1_HTML.png
10.1038/s41597-023-02855-z,2024-01-11,Data Descriptor,An ensemble of bias-adjusted CMIP6 climate simulations based on a high-resolution North American reanalysis,Juliette Lavoie | Pascal Bourgault | Marco Braun,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02855-z/MediaObjects/41597_2023_2855_Fig1_HTML.png
10.1038/s41597-023-02729-4,2024-01-11,Data Descriptor,Haplotype-resolved chromosome-scale genomes of the Asian and African Savannah Elephants,Minhui Shi | Fei Chen | Tianming Lan,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02729-4/MediaObjects/41597_2023_2729_Fig1_HTML.png
10.1038/s41597-023-02616-y,2024-01-12,Data Descriptor,"Plant macrofossil data for 48-0 ka in the USGS North American Packrat Midden Database, version 5.0",Laura E. Strickland | Robert S. Thompson | Andrew K. McFadden,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02616-y/MediaObjects/41597_2023_2616_Fig1_HTML.png
10.1038/s41597-023-02689-9,2024-01-12,Data Descriptor,"The Pelagic Species Trait Database, an open data resource to support trait-based ocean research",Miram R. Gleiber | Natasha A. Hardy | Stephanie J. Green,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02689-9/MediaObjects/41597_2023_2689_Fig1_HTML.png
10.1038/s41597-023-02850-4,2024-01-12,Data Descriptor,Genomic resources for a historical collection of cultivated two-row European spring barley genotypes,Miriam Schreiber | Ronja Wonneberger | Robbie Waugh,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02850-4/MediaObjects/41597_2023_2850_Fig1_HTML.png
10.1038/s41597-023-02780-1,2024-01-12,Data Descriptor,Remotely sensed above-ground storage tank dataset for object detection and infrastructure assessment,Celine Robinson | Kyle Bradbury | Mark E. Borsuk,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02780-1/MediaObjects/41597_2023_2780_Fig1_HTML.png
10.1038/s41597-024-02912-1,2024-01-13,Data Descriptor,Chromosome-level assembly and gene annotation of Decapterus maruadsi genome using Nanopore and Hi-C technologies,Longyu Chen | Zhixiong Zhou | Peng Xu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02912-1/MediaObjects/41597_2024_2912_Fig1_HTML.png
10.1038/s41597-023-02887-5,2024-01-13,Data Descriptor,High-resolution temporal gravity field data products: Monthly mass grids and spherical harmonics from 1994 to 2021,Metehan Uz | Orhan Akyılmaz | Özge Güneş,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02887-5/MediaObjects/41597_2023_2887_Fig1_HTML.png
10.1038/s41597-023-02882-w,2024-01-13,Data Descriptor,High-resolution repeat topography of drifting ice floes in the Arctic Ocean from terrestrial laser scanning,David Clemens-Sewall | Chris Polashenski | David N. Wagner,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02882-w/MediaObjects/41597_2023_2882_Fig1_HTML.png
10.1038/s41597-023-02894-6,2024-01-16,Data Descriptor,Chromosome-scale Genome assembly of the critically endangered White-eared Night-Heron (Gorsachius magnificus),Chenqing Zheng | Qing Chen | Yang Liu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02894-6/MediaObjects/41597_2023_2894_Fig1_HTML.png
10.1038/s41597-024-02916-x,2024-01-16,Analysis,Multi-cohort shotgun metagenomic analysis of oral and gut microbiota overlap in healthy adults,Armin Rashidi | Hakan Gem | Samuel Minot,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02916-x/MediaObjects/41597_2024_2916_Fig1_HTML.png
10.1038/s41597-024-02921-0,2024-01-16,Data Descriptor,National-scale remotely sensed lake trophic state from 1984 through 2020,Michael F. Meyer | Simon N. Topp | Jacob A. Zwart,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02921-0/MediaObjects/41597_2024_2921_Fig1_HTML.png
10.1038/s41597-024-02925-w,2024-01-16,Data Descriptor,Micro computed tomography images of capillary actions in rough and irregular granular materials,Sadegh Nadimi | Joao Mendes | Agostino Walter Bruno,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02925-w/MediaObjects/41597_2024_2925_Fig1_HTML.png
10.1038/s41597-024-02915-y,2024-01-16,Analysis,Optimizing drug combination and mechanism analysis based on risk pathway crosstalk in pan cancer,Congxue Hu | Wanqi Mi | Yingqi Xu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02915-y/MediaObjects/41597_2024_2915_Fig1_HTML.png
10.1038/s41597-024-02918-9,2024-01-16,Data Descriptor,RailFOD23: A dataset for foreign object detection on railroad transmission lines,Zhichao Chen | Jie Yang | Hao Zhu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02918-9/MediaObjects/41597_2024_2918_Fig1_HTML.png
10.1038/s41597-024-02923-y,2024-01-16,Data Descriptor,Hourly values of an advanced human-biometeorological index for diverse populations from 1991 to 2020 in Greece,Christos Giannaros | Ilias Agathangelidis | Andreas Matzarakis,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02923-y/MediaObjects/41597_2024_2923_Fig1_HTML.png
10.1038/s41597-024-02935-8,2024-01-16,Data Descriptor,A detailed database of sub-annual Spanish demographic statistics: 2005–2021,Josep Lledó | Jose M. Pavía,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02935-8/MediaObjects/41597_2024_2935_Fig1_HTML.png
10.1038/s41597-023-02877-7,2024-01-17,Analysis,Mock community taxonomic classification performance of publicly available shotgun metagenomics pipelines,E. Michael Valencia | Katherine A. Maki | Jennifer J. Barb,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02877-7/MediaObjects/41597_2023_2877_Fig1_HTML.png
10.1038/s41597-023-02897-3,2024-01-17,Data Descriptor,A database of thermally activated delayed fluorescent molecules auto-generated from scientific literature with ChemDataExtractor,Dingyun Huang | Jacqueline M. Cole,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02897-3/MediaObjects/41597_2023_2897_Fig1_HTML.png
10.1038/s41597-023-02691-1,2024-01-17,Data Descriptor,The Multi-temporal and Multi-dimensional Global Urban Centre Database to Delineate and Analyse World Cities,Michele Melchiorri | Sergio Freire | Thomas Kemper,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02691-1/MediaObjects/41597_2023_2691_Fig1_HTML.png
10.1038/s41597-024-02933-w,2024-01-18,Data Descriptor,A dataset of oracle characters for benchmarking machine learning algorithms,Mei Wang | Weihong Deng,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02933-w/MediaObjects/41597_2024_2933_Fig1_HTML.png
10.1038/s41597-024-02936-7,2024-01-18,Data Descriptor,Geospatial data on the sediments of Lake Balaton,Mihály Kocsis | László Pásztor | Gábor Szatmári,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02936-7/MediaObjects/41597_2024_2936_Fig1_HTML.png
10.1038/s41597-024-02939-4,2024-01-18,Data Descriptor,Depth-dependent microbial metagenomes sampled in the northeastern Indian Ocean,Xiaomeng Wang | Muhammad Zain Ul Arifeen | Qiang Zheng,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02939-4/MediaObjects/41597_2024_2939_Fig1_HTML.png
10.1038/s41597-023-02906-5,2024-01-18,Data Descriptor,Projected income data under different shared socioeconomic pathways for Washington state,Heng Wan | Sumitrra Ganguli | David Anderson,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02906-5/MediaObjects/41597_2023_2906_Fig1_HTML.png
10.1038/s41597-024-02928-7,2024-01-18,Data Descriptor,A comparative wordlist for investigating distant relations among languages in Lowland South America,Frederic Blum | Carlos Barrientos | Johann-Mattis List,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02928-7/MediaObjects/41597_2024_2928_Fig1_HTML.png
10.1038/s41597-024-02914-z,2024-01-18,Data Descriptor,Benchmark for welding gun fault prediction with multivariate time series data,Xiaoye Wang | Changsheng Zhang | Tao Wang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02914-z/MediaObjects/41597_2024_2914_Fig1_HTML.png
10.1038/s41597-023-02885-7,2024-01-18,Data Descriptor,A chromosome-level genome assembly of the Echiura Urechis unicinctus,Yunying Cheng | Ruanni Chen | Jianming Chen,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02885-7/MediaObjects/41597_2023_2885_Fig1_HTML.png
10.1038/s41597-023-02880-y,2024-01-18,Data Descriptor,Mobility networks in Greater Mexico City,Marisol Flores-Garrido | Guillermo de Anda-Jáuregui | Maribel Hernández-Rosales,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02880-y/MediaObjects/41597_2023_2880_Fig1_HTML.png
10.1038/s41597-024-02943-8,2024-01-18,Data Descriptor,Dataset of human-single neuron activity during a Sternberg working memory task,Michael Kyzar | Jan Kamiński | Ueli Rutishauser,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02943-8/MediaObjects/41597_2024_2943_Fig1_HTML.png
10.1038/s41597-023-02898-2,2024-01-18,Data Descriptor,Refractiveindex.info database of optical constants,Mikhail N. Polyanskiy,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02898-2/MediaObjects/41597_2023_2898_Fig1_HTML.png
10.1038/s41597-024-02929-6,2024-01-18,Data Descriptor,A chromosome-level genome assembly of a free-living white-crowned sparrow (Zonotrichia leucophrys gambelii),Zhou Wu | Katarzyna Miedzinska | Jacqueline Smith,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02929-6/MediaObjects/41597_2024_2929_Fig1_HTML.png
10.1038/s41597-024-02951-8,2024-01-19,Data Descriptor,German yield and area data for 11 crops from 1979 to 2021 at a harmonized spatial resolution of 397 districts,Christoph Duden | Christina Nacke | Frank Offermann,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02951-8/MediaObjects/41597_2024_2951_Fig1_HTML.png
10.1038/s41597-024-02927-8,2024-01-19,Data Descriptor,COMPAS-2: a dataset of cata-condensed hetero-polycyclic aromatic systems,Eduardo Mayo Yanes | Sabyasachi Chakraborty | Renana Gershoni-Poranne,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02927-8/MediaObjects/41597_2024_2927_Fig1_HTML.png
10.1038/s41597-023-02896-4,2024-01-19,Data Descriptor,Wind and structural loads data measured on parabolic trough solar collectors at an operational power plant,Ulrike Egerer | Scott Dana | Shashank Yellapantula,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02896-4/MediaObjects/41597_2023_2896_Fig1_HTML.png
10.1038/s41597-024-02908-x,2024-01-19,Data Descriptor,Annotated dataset for training deep learning models to detect astrocytes in human brain tissue,Alex Olar | Teadora Tyler | Péter Pollner,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02908-x/MediaObjects/41597_2024_2908_Fig1_HTML.png
10.1038/s41597-024-02932-x,2024-01-20,Data Descriptor,An 8-model ensemble of CMIP6-derived ocean surface wave climate,Alberto Meucci | Ian R. Young | Mark Hemer,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02932-x/MediaObjects/41597_2024_2932_Fig1_HTML.png
10.1038/s41597-024-02917-w,2024-01-20,Data Descriptor,A new high-resolution global topographic factor dataset calculated based on SRTM,Yuwei Sun | Hongming Zhang | Linlin Yuan,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02917-w/MediaObjects/41597_2024_2917_Fig1_HTML.png
10.1038/s41597-024-02911-2,2024-01-20,Data Descriptor,Open Fundus Photograph Dataset with Pathologic Myopia Recognition and Anatomical Structure Annotation,Huihui Fang | Fei Li | Yanwu Xu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02911-2/MediaObjects/41597_2024_2911_Fig1_HTML.png
10.1038/s41597-024-02924-x,2024-01-22,Data Descriptor,A database of computed Raman spectra of inorganic compounds with accurate hybrid functionals,Yuheng Li | Damien K. J. Lee | Pieremanuele Canepa,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02924-x/MediaObjects/41597_2024_2924_Fig1_HTML.png
10.1038/s41597-024-02944-7,2024-01-22,Data Descriptor,Whole genome sequencing of a novel sea anemone (Actinostola sp.) from a deep-sea hydrothermal vent,Chang Liu | Chao Bian | Linsheng Song,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02944-7/MediaObjects/41597_2024_2944_Fig1_HTML.png
10.1038/s41597-024-02950-9,2024-01-22,Data Descriptor,An open dataset on individual perceptions of transport policies,Minh Kieu | Alexis Comber | Nick Malleson,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02950-9/MediaObjects/41597_2024_2950_Fig1_HTML.png
10.1038/s41597-024-02955-4,2024-01-22,Data Descriptor,A dataset of global tropical cyclone wind and surface wave measurements from buoy and satellite platforms,Ali Tamizi | Ian R. Young,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02955-4/MediaObjects/41597_2024_2955_Fig1_HTML.png
10.1038/s41597-024-02954-5,2024-01-22,Data Descriptor,"Shoreline classification maps and ground truth data for the Neuse River Estuary, North Carolina",Hannah Sirianni | Jessica Richter | Sarah Pettyjohn,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02954-5/MediaObjects/41597_2024_2954_Fig1_HTML.png
10.1038/s41597-024-02947-4,2024-01-22,Data Descriptor,A public dataset of dogs vital signs recorded with ultra wideband radar and reference sensors,Shahzad Ahmed | Seongkwon Yoon | Sung Ho Cho,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02947-4/MediaObjects/41597_2024_2947_Fig1_HTML.png
10.1038/s41597-024-02922-z,2024-01-23,Data Descriptor,Mass spectrometry-based proteomics data from thousands of HeLa control samples,Henry Webel | Yasset Perez-Riverol | Simon Rasmussen,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02922-z/MediaObjects/41597_2024_2922_Fig1_HTML.png
10.1038/s41597-024-02946-5,2024-01-23,Data Descriptor,A Time-of-Flight and Radar Dataset of a neonatal Thorax Simulator with synchronized Reference Sensor Signals for respiratory Rate Detection,Johanna Gleichauf | Sven Herrmann | Alexander Koelpin,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02946-5/MediaObjects/41597_2024_2946_Fig1_HTML.png
10.1038/s41597-024-02949-2,2024-01-23,Data Descriptor,Australian atmospheric pressure and sea level data during the 2022 Hunga-Tonga Hunga-Ha’apai volcano tsunami,Gareth Davies | Kaya Wilson | Claire Kain,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02949-2/MediaObjects/41597_2024_2949_Fig1_HTML.png
10.1038/s41597-024-02930-z,2024-01-23,Data Descriptor,Urban water and electricity demand data for understanding climate change impacts on the water-energy nexus,Renee Obringer | Roshanak Nateghi | Rohini Kumar,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02930-z/MediaObjects/41597_2024_2930_Fig1_HTML.png
10.1038/s41597-024-02945-6,2024-01-23,Data Descriptor,Manually annotated and curated Dataset of diverse Weed Species in Maize and Sorghum for Computer Vision,Nikita Genze | Wouter K. Vahl | Dominik G. Grimm,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02945-6/MediaObjects/41597_2024_2945_Fig1_HTML.png
10.1038/s41597-023-02421-7,2024-01-23,Analysis,Efficacy of MRI data harmonization in the age of machine learning: a multicenter study across 36 datasets,Chiara Marzi | Marco Giannelli | Stefano Diciotti,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02421-7/MediaObjects/41597_2023_2421_Fig1_HTML.png
10.1038/s41597-023-02886-6,2024-01-23,Data Descriptor,Electricity and natural gas tariffs at United States wastewater treatment plants,Fletcher T. Chapin | Jose Bolorinos | Meagan S. Mauter,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02886-6/MediaObjects/41597_2023_2886_Fig1_HTML.png
10.1038/s41597-024-02926-9,2024-01-23,Data Descriptor,Quantum computing dataset of maximum independent set problem on king lattice of over hundred Rydberg atoms,Kangheun Kim | Minhyuk Kim | Jaewook Ahn,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02926-9/MediaObjects/41597_2024_2926_Fig1_HTML.png
10.1038/s41597-023-02905-6,2024-01-23,Data Descriptor,A real-world dataset of group emotion experiences based on physiological data,Patrícia Bota | Joana Brito | Hugo Silva,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02905-6/MediaObjects/41597_2023_2905_Fig1_HTML.png
10.1038/s41597-024-02963-4,2024-01-24,Data Descriptor,"High frequency Lunar Penetrating Radar quality control, editing and processing of Chang’E-4 lunar mission",G. Roncoroni | E. Forte | M. Pipan,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02963-4/MediaObjects/41597_2024_2963_Fig1_HTML.png
10.1038/s41597-024-02968-z,2024-01-24,Data Descriptor,A consolidated and geolocated facility list in Senegal from triangulating secondary data,Daouda M. Gueye | Alioune Badara Ly | Moussa Sarr,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02968-z/MediaObjects/41597_2024_2968_Fig1_HTML.png
10.1038/s41597-024-02913-0,2024-01-24,Data Descriptor,A 31-year (1990–2020) global gridded population dataset generated by cluster analysis and statistical learning,Luling Liu | Xin Cao | Na Jie,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02913-0/MediaObjects/41597_2024_2913_Fig1_HTML.png
10.1038/s41597-024-02985-y,2024-01-24,Data Descriptor,"DNA methylome, R-loop and clinical exome profiling of patients with sporadic amyotrophic lateral sclerosis",Orsolya Feró | Dóra Varga | Lóránt Székvölgyi,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02985-y/MediaObjects/41597_2024_2985_Fig1_HTML.png
10.1038/s41597-024-02966-1,2024-01-24,Data Descriptor,Chromosome-level genome of spider Pardosa pseudoannulata and cuticle protein genes in environmental stresses,Na Yu | Jingjing Li | Zewen Liu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02966-1/MediaObjects/41597_2024_2966_Fig1_HTML.png
10.1038/s41597-024-02977-y,2024-01-24,Data Descriptor,The first host plant dataset of Curculionidae Scolytinae of the world: miscellaneous Tribes,Matteo Marchioro | Davide Vallotto | Isabel Martinez-Sañudo,
10.1038/s41597-024-02990-1,2024-01-24,Data Descriptor,Chromosome-level genome assembly of the giant ladybug Megalocaria dilatata,De-Qiang Pu | Xing-Long Wu | Hong-Ling Liu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02990-1/MediaObjects/41597_2024_2990_Fig1_HTML.png
10.1038/s41597-024-02961-6,2024-01-24,Data Descriptor,A data set of symptoms and needs of individuals affected by COVID-19,H. B. Stanley | M. Bensafi,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02961-6/MediaObjects/41597_2024_2961_Fig1_HTML.png
10.1038/s41597-024-02909-w,2024-01-25,Data Descriptor,Chromosome-level genome assembly of Hippophae gyantsensis,Mingyue Chen | Danni Yang | Yongping Yang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02909-w/MediaObjects/41597_2024_2909_Fig1_HTML.png
10.1038/s41597-024-02940-x,2024-01-25,Data Descriptor,A chromosome-level genome assembly of a deep-sea symbiotic Aplacophora mollusc Chaetoderma sp.,Yue Wang | Minxiao Wang | Linlin Zhang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02940-x/MediaObjects/41597_2024_2940_Fig1_HTML.png
10.1038/s41597-024-02937-6,2024-01-25,Data Descriptor,A chromosome-level genome assembly of Sesamia inferens,Hongran Li | Yan Peng | Yutao Xiao,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02937-6/MediaObjects/41597_2024_2937_Fig1_HTML.png
10.1038/s41597-024-02952-7,2024-01-25,Data Descriptor,"A North Atlantic synthetic tropical cyclone track, intensity, and rainfall dataset",Wenwei Xu | Karthik Balaguru | Serena Lipari,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02952-7/MediaObjects/41597_2024_2952_Fig1_HTML.png
10.1038/s41597-024-02920-1,2024-01-25,Data Descriptor,A neuromorphic dataset for tabletop object segmentation in indoor cluttered environment,Xiaoqian Huang | Sanket Kachole | Yahya Zweiri,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02920-1/MediaObjects/41597_2024_2920_Fig1_HTML.png
