DOI,DataAvailability
10.1038/s41597-023-02723-w,MISSING
10.1038/s41597-023-02645-7,MISSING
10.1038/s41597-023-02734-7,MISSING
10.1038/s41597-023-02721-y,MISSING
10.1038/s41597-023-02739-2,MISSING
10.1038/s41597-023-02703-0,MISSING
10.1038/s41597-023-02705-y,MISSING
10.1038/s41597-023-02742-7,MISSING
10.1038/s41597-023-02711-0,"The authors declare that the data supporting the findings of this study are available within the paper. Literature data used in the paper was extracted from HuskinDB (drug-design.de) which has been presented in this journal as ‘HuskinDB, a database for skin permeation of xenobiotics’ 23 ."
10.1038/s41597-023-02756-1,MISSING
10.1038/s41597-023-02628-8,MISSING
10.1038/s41597-023-02548-7,MISSING
10.1038/s41597-023-02743-6,MISSING
10.1038/s41597-023-02738-3,MISSING
10.1038/s41597-023-02707-w,MISSING
10.1038/s41597-023-02718-7,The car-following events extracted from five public driving datasets are available via Figshare 68 .
10.1038/s41597-023-02750-7,MISSING
10.1038/s41597-023-02755-2,MISSING
10.1038/s41597-023-02655-5,MISSING
10.1038/s41597-023-02741-8,MISSING
10.1038/s41597-023-02746-3,MISSING
10.1038/s41597-023-02720-z,MISSING
10.1038/s41597-023-02659-1,MISSING
10.1038/s41597-023-02748-1,"Additional data are available in Open Science Framework 28 . This includes MaxQuant results and parameter files for each dataset under the folder “MaxQuant_results_and_parameters”, which are named based on their Pride accession numbers; an excel file containing the complete abundance data matrix under the folder “Processed_data_matrix”; and the results from the DAVID functional enrichment analysis under the folder “Enrichment analyses”."
10.1038/s41597-023-02740-9,MISSING
10.1038/s41597-023-02678-y,The dataset is accessible from Figshare 48 .
10.1038/s41597-023-02754-3,MISSING
10.1038/s41597-023-02736-5,MISSING
10.1038/s41597-023-02724-9,MISSING
10.1038/s41597-023-02696-w,MISSING
10.1038/s41597-023-02761-4,MISSING
10.1038/s41597-023-02770-3,MISSING
10.1038/s41597-023-02598-x,MISSING
10.1038/s41597-023-02764-1,MISSING
10.1038/s41597-023-02776-x,MISSING
10.1038/s41597-023-02765-0,MISSING
10.1038/s41597-023-02777-w,MISSING
10.1038/s41597-023-02763-2,MISSING
10.1038/s41597-023-02747-2,MISSING
10.1038/s41597-023-02778-9,"The data pipeline described in this paper is integrated into the PDBe weekly release process to ensure that all new and updated PDB entries are assigned persistent complex identifiers. We provide public access to the data mapping between PDB and Complex Portal entries on our FTP area at https://ftp.ebi.ac.uk/pub/databases/pdbe-kb/complexes/ , updated quarterly. Moreover, the code we used to analyse the data presented in this paper is available in a Jupyter notebook at https://github.com/PDBe-KB/pdbe-assemblies-analysis ."
10.1038/s41597-023-02762-3,MISSING
10.1038/s41597-023-02781-0,MISSING
10.1038/s41597-023-02767-y,MISSING
10.1038/s41597-023-02760-5,MISSING
10.1038/s41597-023-02766-z,MISSING
10.1038/s41597-023-02779-8,MISSING
10.1038/s41597-023-02749-0,MISSING
10.1038/s41597-023-02576-3,MISSING
10.1038/s41597-023-02789-6,MISSING
10.1038/s41597-023-02680-4,MISSING
10.1038/s41597-023-02752-5,MISSING
10.1038/s41597-023-02726-7,Data evaluated in this article consists of publicly available metadata; all relevant data are included in the article or uploaded as online supplementary information.
10.1038/s41597-023-02704-z,MISSING
10.1038/s41597-023-02753-4,MISSING
10.1038/s41597-023-02757-0,MISSING
10.1038/s41597-023-02794-9,MISSING
10.1038/s41597-023-02791-y,MISSING
10.1038/s41597-023-02786-9,MISSING
10.1038/s41597-023-02701-2,MISSING
10.1038/s41597-023-02809-5,MISSING
10.1038/s41597-023-02706-x,MISSING
10.1038/s41597-023-02798-5,MISSING
10.1038/s41597-023-02807-7,MISSING
10.1038/s41597-023-02803-x,The anonymized survey responses collected and analyzed during this study are included in the supplementary information files provided with this article ( https://doi.org/10.6084/m9.figshare.23692758 ) 42 .
10.1038/s41597-023-02804-w,MISSING
10.1038/s41597-023-02782-z,MISSING
10.1038/s41597-023-02769-w,MISSING
10.1038/s41597-023-02759-y,MISSING
10.1038/s41597-023-02817-5,MISSING
10.1038/s41597-023-02800-0,MISSING
10.1038/s41597-023-02802-y,MISSING
10.1038/s41597-023-02806-8,MISSING
10.1038/s41597-023-02808-6,MISSING
10.1038/s41597-023-02811-x,MISSING
10.1038/s41597-023-02805-9,MISSING
10.1038/s41597-023-02823-7,MISSING
10.1038/s41597-023-02790-z,MISSING
10.1038/s41597-023-02785-w,MISSING
10.1038/s41597-023-02801-z,MISSING
10.1038/s41597-023-02793-w,MISSING
10.1038/s41597-023-02819-3,MISSING
10.1038/s41597-023-02813-9,MISSING
10.1038/s41597-023-02768-x,MISSING
10.1038/s41597-023-02821-9,MISSING
10.1038/s41597-023-02838-0,MISSING
10.1038/s41597-023-02797-6,MISSING
10.1038/s41597-023-02716-9,MISSING
10.1038/s41597-023-02815-7,MISSING
10.1038/s41597-023-02826-4,MISSING
10.1038/s41597-023-02745-4,MISSING
10.1038/s41597-023-02822-8,MISSING
10.1038/s41597-023-02814-8,MISSING
10.1038/s41597-023-02792-x,MISSING
10.1038/s41597-023-02833-5,MISSING
10.1038/s41597-023-02812-w,MISSING
10.1038/s41597-023-02783-y,MISSING
10.1038/s41597-023-02799-4,MISSING
10.1038/s41597-023-02737-4,MISSING
10.1038/s41597-023-02830-8,MISSING
10.1038/s41597-023-02663-5,MISSING
10.1038/s41597-023-02842-4,MISSING
10.1038/s41597-023-02849-x,MISSING
10.1038/s41597-023-02837-1,MISSING
10.1038/s41597-023-02839-z,MISSING
10.1038/s41597-023-02843-3,MISSING
10.1038/s41597-023-02840-6,MISSING
10.1038/s41597-023-02816-6,MISSING
10.1038/s41597-023-02845-1,MISSING
10.1038/s41597-023-02852-2,MISSING
10.1038/s41597-023-02758-z,MISSING
10.1038/s41597-023-02657-3,MISSING
10.1038/s41597-023-02848-y,MISSING
10.1038/s41597-023-02834-4,MISSING
10.1038/s41597-023-02858-w,MISSING
10.1038/s41597-023-02818-4,MISSING
10.1038/s41597-023-02857-x,MISSING
10.1038/s41597-023-02820-w,MISSING
10.1038/s41597-023-02751-6,MISSING
10.1038/s41597-023-02810-y,MISSING
10.1038/s41597-023-02828-2,MISSING
10.1038/s41597-023-02856-y,MISSING
10.1038/s41597-023-02854-0,"The PEDALFAST 13 , 14 , 18 data is available from the Federal Interagency TBI Research (FITBIR) Informatics System at https://fitbir.nih.gov/study_profile/395 . Additionally, the PEDALFAST data is available as an R data package available from the Comprehensive R Archive Network (CRAN) at https://CRAN.R-project.org/package=pedalfast.data and archived on Zenodo at https://doi.org/10.5281/zenodo.8400499 ."
10.1038/s41597-023-02847-z,MISSING
10.1038/s41597-023-02831-7,MISSING
10.1038/s41597-023-02825-5,MISSING
10.1038/s41597-023-02899-1,MISSING
10.1038/s41597-023-02784-x,MISSING
10.1038/s41597-023-02876-8,MISSING
10.1038/s41597-023-02871-z,MISSING
10.1038/s41597-023-02873-x,MISSING
10.1038/s41597-023-02866-w,MISSING
10.1038/s41597-023-02851-3,MISSING
10.1038/s41597-023-02841-5,MISSING
10.1038/s41597-023-02879-5,MISSING
10.1038/s41597-023-02864-y,MISSING
10.1038/s41597-023-02829-1,MISSING
10.1038/s41597-023-02874-w,MISSING
10.1038/s41597-023-02836-2,MISSING
10.1038/s41597-023-02900-x,MISSING
10.1038/s41597-023-02893-7,MISSING
10.1038/s41597-023-02892-8,"The datasets resulting from our analyses have been made publicly accessible on the Figshare website 33 . This dataset comprises four key components: a) The file titled “1. Preprocessed data” encompasses preprocessed EEG data. b) The file titled “2. Microstate_extraction” encompasses 100 microstate templates derived from all subjects, alongside 100 templates each from the control and FEP groups. c) The file titled “3. Microstate_sequence_CGR_features” contains microstate labeling text files for each subject, utilizing both shared and separate templates. d) The file titled “4. Figures_codes” encompasses the data employed in generating the figures presented in this study."
10.1038/s41597-023-02863-z,MISSING
10.1038/s41597-023-02859-9,"To summarize OSCILAT data access protocols, the data is available in the data warehouse within the FSRDC system for use in approved projects vetted through a standardized application process 24 . Within the census FSRDC we provide separate files for population and housing records for each combination of census (1990, 2000, and 2010) and state (plus the District of Columbia and Puerto Rico but excluding outlying territories). Each file contains the unique linking record ID used in the census microdata, the optimized latitude and longitude, the block ID for that survey year (the original tabulation block for 1990 or the optimized block based on optimized coordinates for 2000 and 2010), and optimized 2010 and 2020 census block IDs for all survey years. Records also include the coordinate assignment case number approximately corresponding to the cases identified here in Fig. 2 and Table 1 . In practice, we use a larger number of codes than the four presented here to account for a range of edge cases and some particulars for specific years. These are documented in the data dictionary that accompanies the files in the FSRDC data warehouse but omitted here because of the need to simplify the number of cases for disclosure purposes. Users of the data must request access to both the appropriate census microdata and the OSCILAT data. OSCILAT only includes linkages to the censuses, not the responses themselves. Conversely, users who only need records for a specific state, year, or class of response (population or housing) could request the specific state/year/class they need and further reduce their data request, increasing the likelihood that it will be approved by Census."
10.1038/s41597-023-02733-8,MISSING
10.1038/s41597-023-02884-8,MISSING
10.1038/s41597-023-02869-7,MISSING
10.1038/s41597-023-02878-6,MISSING
10.1038/s41597-023-02903-8,MISSING
10.1038/s41597-023-02889-3,MISSING
10.1038/s41597-024-02910-3,MISSING
10.1038/s41597-023-02888-4,MISSING
10.1038/s41597-023-02827-3,MISSING
10.1038/s41597-023-02796-7,MISSING
10.1038/s41597-023-02824-6,MISSING
10.1038/s41597-023-02867-9,MISSING
10.1038/s41597-023-02901-w,MISSING
10.1038/s41597-023-02907-4,MISSING
10.1038/s41597-023-02883-9,MISSING
10.1038/s41597-023-02902-9,MISSING
10.1038/s41597-023-02835-3,MISSING
10.1038/s41597-023-02890-w,MISSING
10.1038/s41597-023-02875-9,MISSING
10.1038/s41597-023-02846-0,MISSING
10.1038/s41597-023-02904-7,MISSING
10.1038/s41597-023-02731-w,MISSING
10.1038/s41597-023-02744-5,MISSING
10.1038/s41597-023-02891-9,MISSING
10.1038/s41597-023-02855-z,MISSING
10.1038/s41597-023-02729-4,MISSING
10.1038/s41597-023-02616-y,MISSING
10.1038/s41597-023-02689-9,MISSING
10.1038/s41597-023-02850-4,MISSING
10.1038/s41597-023-02780-1,MISSING
10.1038/s41597-024-02912-1,MISSING
10.1038/s41597-023-02887-5,MISSING
10.1038/s41597-023-02882-w,MISSING
10.1038/s41597-023-02894-6,MISSING
10.1038/s41597-024-02916-x,R phylogenetic objects and species-specific marker genes derived from curatedMetagenomicData are available in Figshare 26 .
10.1038/s41597-024-02921-0,MISSING
10.1038/s41597-024-02925-w,MISSING
10.1038/s41597-024-02915-y,"Among the input data processed during the reanalysis, the expression data of mRNA and miRNA were obtained from the TCGA database ( http://tcga-data.nci.nih.gov/ ) 29 . miRNA target gene data come from miRTarBase ( http://miRTarBase.cuhk.edu.cn/ ) 30 , mir2Disease ( http://www.mir2disease.org/ ) 31 , miRecord ( http://mirecords.biolead.org/ ) 32 , and TarBase ( http://microrna.gr/tarbase ) 33 . The protein-protein Interaction (PPI) network data used in this study came from HPRD (Human Protein Reference Database) 34 . Pathway data were obtained from the KEGG database 35 . Drug target data are from DrugBank 36 and SM2miR 37 . Anticancer drug data comes from NCI (NATIONAL CANCER INSTITUTE) ( https://www.cancer.gov/about-cancer/treatment/drugs )."
10.1038/s41597-024-02918-9,MISSING
10.1038/s41597-024-02923-y,MISSING
10.1038/s41597-024-02935-8,MISSING
10.1038/s41597-023-02877-7,"The mock microbiome community samples from NIST are deposited at the Sequence Read Archive at NCBI at Study Accession SRP436666 86 . The data used to generate the tables, figures, and heatmaps can be found within the GitHub repository. The raw data and code were also deposited to a figshare repository 105 . The raw output from the pipelines can be found in the utils/mock_communities.tar.gz archive. The cleaned and standardized outputs for both the expected and observed are found in the pipelines and expected_pipelines folders, respectively."
10.1038/s41597-023-02897-3,MISSING
10.1038/s41597-023-02691-1,MISSING
10.1038/s41597-024-02933-w,MISSING
10.1038/s41597-024-02936-7,MISSING
10.1038/s41597-024-02939-4,MISSING
10.1038/s41597-023-02906-5,MISSING
10.1038/s41597-024-02928-7,MISSING
10.1038/s41597-024-02914-z,MISSING
10.1038/s41597-023-02885-7,MISSING
10.1038/s41597-023-02880-y,MISSING
10.1038/s41597-024-02943-8,MISSING
10.1038/s41597-023-02898-2,MISSING
10.1038/s41597-024-02929-6,MISSING
10.1038/s41597-024-02951-8,MISSING
10.1038/s41597-024-02927-8,MISSING
10.1038/s41597-023-02896-4,MISSING
10.1038/s41597-024-02908-x,MISSING
10.1038/s41597-024-02932-x,MISSING
10.1038/s41597-024-02917-w,MISSING
10.1038/s41597-024-02911-2,MISSING
10.1038/s41597-024-02924-x,MISSING
10.1038/s41597-024-02944-7,MISSING
10.1038/s41597-024-02950-9,MISSING
10.1038/s41597-024-02955-4,MISSING
10.1038/s41597-024-02954-5,MISSING
10.1038/s41597-024-02947-4,MISSING
10.1038/s41597-024-02922-z,MISSING
10.1038/s41597-024-02946-5,MISSING
10.1038/s41597-024-02949-2,MISSING
10.1038/s41597-024-02930-z,MISSING
10.1038/s41597-024-02945-6,MISSING
10.1038/s41597-023-02421-7,"The brain MR T 1 -weighted images that support the findings of this study are available from the following online repositories: - Autism Brain Imaging Data Exchange (ABIDE): https://fcon_1000.projects.nitrc.org/indi/abide/ - Information eXtraction from Images (IXI) study: https://brain-development.org/ixi-dataset/ - 1000 Functional Connectomes Project (FCP) – ICBM dataset: https://fcon_1000.projects.nitrc.org/fcpClassic/FcpTable.html - Consortium for Reliability and Reproducibility (CoRR) - NKI 2 - Nathan Kline Institute (Milham) : https://fcon_1000.projects.nitrc.org/indi/CoRR/html/index.html The CT and FD features, derived from brain MR T 1 -weighted of 1740 subjects, that support the findings of this study, are freely available on Zenodo 100 , 101 . The simulated CT and FD features that support the findings of this study are freely available on a Zenodo repository 102 ."
10.1038/s41597-023-02886-6,MISSING
10.1038/s41597-024-02926-9,MISSING
10.1038/s41597-023-02905-6,MISSING
10.1038/s41597-024-02963-4,MISSING
10.1038/s41597-024-02968-z,MISSING
10.1038/s41597-024-02913-0,MISSING
10.1038/s41597-024-02985-y,MISSING
10.1038/s41597-024-02966-1,MISSING
10.1038/s41597-024-02977-y,MISSING
10.1038/s41597-024-02990-1,MISSING
10.1038/s41597-024-02961-6,MISSING
10.1038/s41597-024-02909-w,MISSING
10.1038/s41597-024-02940-x,MISSING
10.1038/s41597-024-02937-6,MISSING
10.1038/s41597-024-02952-7,MISSING
10.1038/s41597-024-02920-1,MISSING
10.1038/s41597-023-02787-8,MISSING
10.1038/s41597-024-02948-3,MISSING
10.1038/s41597-024-02970-5,MISSING
10.1038/s41597-024-02953-6,MISSING
10.1038/s41597-024-02962-5,MISSING
10.1038/s41597-024-02965-2,MISSING
10.1038/s41597-024-02979-w,MISSING
10.1038/s41597-024-02971-4,MISSING
10.1038/s41597-024-02972-3,MISSING
10.1038/s41597-023-02788-7,MISSING
10.1038/s41597-024-02973-2,MISSING
10.1038/s41597-024-02934-9,MISSING
10.1038/s41597-024-02969-y,MISSING
10.1038/s41597-024-02978-x,MISSING
10.1038/s41597-024-02957-2,MISSING
10.1038/s41597-024-02964-3,MISSING
10.1038/s41597-024-02983-0,MISSING
10.1038/s41597-024-02984-z,MISSING
10.1038/s41597-024-02987-w,MISSING
10.1038/s41597-024-02989-8,MISSING
10.1038/s41597-024-02975-0,MISSING
10.1038/s41597-024-02986-x,MISSING
10.1038/s41597-024-02974-1,MISSING
10.1038/s41597-024-02931-y,MISSING
10.1038/s41597-024-02960-7,MISSING
10.1038/s41597-024-02938-5,MISSING
10.1038/s41597-024-03002-y,MISSING
10.1038/s41597-024-02991-0,MISSING
10.1038/s41597-024-03007-7,MISSING
10.1038/s41597-024-02997-8,MISSING
10.1038/s41597-024-02976-z,MISSING
10.1038/s41597-024-03001-z,MISSING
10.1038/s41597-024-03012-w,MISSING
10.1038/s41597-024-03010-y,MISSING
10.1038/s41597-024-02999-6,MISSING
10.1038/s41597-024-02995-w,MISSING
10.1038/s41597-023-02895-5,MISSING
10.1038/s41597-024-03018-4,"All the data and codes used in this study has been uploaded on the Figshare page 43 . This dataset contains integrated multi-omic profiles of cancer cell lines from the CCLE and COSMIC-CLP projects and their drug response data with category annotation from the GDSC1/2, CTRPv1/v2, PRISM, and gCSI studies."
10.1038/s41597-024-02981-2,MISSING
10.1038/s41597-024-03006-8,Data sharing not applicable to this article as no datasets were generated or analyzed during the study.
10.1038/s41597-024-03011-x,MISSING
10.1038/s41597-024-03003-x,MISSING
10.1038/s41597-024-02988-9,MISSING
10.1038/s41597-024-03013-9,MISSING
10.1038/s41597-024-02959-0,"Imaging data was privately shared and cannot be publicly disseminated. However, a public validation dataset was collected at Indiana University and is available in a Figshare repository 41 . This data was approved by the Institutional Review Board (IRB) at Indiana University. The data contain identifiable images of the research participant (1st author), who provided informed consent for its dissemination."
10.1038/s41597-023-02872-y,MISSING
10.1038/s41597-024-03031-7,MISSING
10.1038/s41597-024-03005-9,MISSING
10.1038/s41597-024-03017-5,MISSING
10.1038/s41597-024-03014-8,MISSING
10.1038/s41597-024-03009-5,MISSING
10.1038/s41597-024-03022-8,MISSING
10.1038/s41597-024-03024-6,MISSING
10.1038/s41597-024-03020-w,MISSING
10.1038/s41597-024-03008-6,MISSING
10.1038/s41597-023-02832-6,MISSING
10.1038/s41597-023-02865-x,MISSING
10.1038/s41597-024-03049-x,MISSING
10.1038/s41597-024-03043-3,MISSING
10.1038/s41597-024-03048-y,MISSING
10.1038/s41597-024-03050-4,MISSING
10.1038/s41597-024-02994-x,MISSING
10.1038/s41597-024-03023-7,MISSING
10.1038/s41597-024-03042-4,MISSING
10.1038/s41597-024-03034-4,MISSING
10.1038/s41597-024-02996-9,MISSING
10.1038/s41597-024-03053-1,MISSING
10.1038/s41597-023-02881-x,"Users interested in which observations in the CoronaNet dataset were harmonized from external datasets can reference either the ‘collab’ or ‘collab_id’ columns in the raw event dataset made publicly available on the CoronaNet github repository here: https://github.com/CoronaNetDataScience/corona_tscs/tree/master/data/CoronaNet . The ‘collab’ variable notes which external dataset, if any, an observations was harmonized from and the ‘collab_id’ variable documents the original unique ID which matches the corresponding observation in the original data. We further provide documentation of our methodology and data in the earlier steps of the data harmonization process in an OpenICPSR COVID-19 Data Repository entitled “CoronaNet COVID-19 Policy Responses: Taxonomy Maps and Data for Data Harmonization.” 26 Interested users can access the taxonomy maps and the input and output data of these taxonomy maps there. Information on the taxonomy maps is also made available on our project website ( https://www.coronanet-project.org/external_data_harmonization.html ) and information on the data inputs and outputs can similarly also be found in our project git repository ( https://github.com/CoronaNetDataScience/corona_tscs/tree/master/data/collaboration and https://github.com/CoronaNetDataScience/corona_tscs/tree/master/RCode/collaboration )"
10.1038/s41597-024-03045-1,MISSING
10.1038/s41597-024-03051-3,MISSING
10.1038/s41597-024-03052-2,MISSING
10.1038/s41597-024-03044-2,MISSING
10.1038/s41597-024-03037-1,MISSING
10.1038/s41597-024-03030-8,MISSING
10.1038/s41597-024-03028-2,MISSING
10.1038/s41597-024-03015-7,MISSING
10.1038/s41597-024-03027-3,MISSING
10.1038/s41597-024-03038-0,MISSING
10.1038/s41597-024-03029-1,MISSING
10.1038/s41597-024-02998-7,MISSING
10.1038/s41597-024-03033-5,MISSING
10.1038/s41597-024-03039-z,MISSING
10.1038/s41597-024-03046-0,MISSING
10.1038/s41597-024-03016-6,MISSING
10.1038/s41597-024-03032-6,MISSING
10.1038/s41597-024-03019-3,MISSING
10.1038/s41597-024-03026-4,MISSING
10.1038/s41597-024-03047-z,MISSING
10.1038/s41597-024-02980-3,MISSING
10.1038/s41597-024-03056-y,MISSING
10.1038/s41597-024-03057-x,MISSING
10.1038/s41597-024-03054-0,MISSING
10.1038/s41597-024-02967-0,MISSING
10.1038/s41597-024-03004-w,MISSING
10.1038/s41597-024-02958-1,The data used in this study are available in NHS England’s Secure Data Environment (SDE) service for England ( https://digital.nhs.uk/services/secure-data-environment-service ). The CVD-COVID-UK/COVID-IMPACT programme led by the BHF Data Science Centre ( https://bhfdatasciencecentre.org/ ) received approval to access data in NHS England’s SDE service for England from the Independent Group Advising on the Release of Data (IGARD) ( https://digital.nhs.uk/about-nhs-digital/corporate-information-and-documents/independent-group-advising-on-the-release-of-data ) via an application made in the Data Access Request Service (DARS) Online system (ref. DARS-NIC-381078-Y9C5K) ( https://digital.nhs.uk/services/data-access-request-service-dars/dars-products-and-services ). The CVD-COVID-UK/COVID-IMPACT Approvals & Oversight Board ( https://bhfdatasciencecentre.org/areas/cvd-covid-uk-covid-impact/ ) subsequently granted approval to this project to access the data within NHS England’s SDE service for England. The de-identified data used in this study were made available to accredited researchers. Those wishing to gain access to the data should contact bhfdsc@hdruk.ac.uk in the first instance.
10.1038/s41597-024-03082-w,MISSING
10.1038/s41597-024-03075-9,MISSING
10.1038/s41597-024-03055-z,MISSING
10.1038/s41597-024-03064-y,MISSING
10.1038/s41597-024-03070-0,MISSING
10.1038/s41597-024-03066-w,MISSING
10.1038/s41597-024-03080-y,MISSING
10.1038/s41597-024-03078-6,MISSING
10.1038/s41597-024-03061-1,MISSING
10.1038/s41597-024-03063-z,MISSING
10.1038/s41597-024-03000-0,MISSING
10.1038/s41597-024-03087-5,MISSING
10.1038/s41597-024-03085-7,MISSING
10.1038/s41597-024-03079-5,MISSING
10.1038/s41597-024-03062-0,MISSING
10.1038/s41597-024-03058-w,MISSING
10.1038/s41597-024-03065-x,MISSING
10.1038/s41597-024-03077-7,MISSING
10.1038/s41597-024-03084-8,MISSING
10.1038/s41597-024-03072-y,MISSING
10.1038/s41597-024-03076-8,MISSING
10.1038/s41597-024-03059-9,MISSING
10.1038/s41597-024-03089-3,MISSING
10.1038/s41597-024-03060-2,"This work involves data from different sources. First, the raw MRI images can be downloaded from the LEMON database webpage https://fcon_1000.projects.nitrc.org/indi/retro/MPI_LEMON.html 62 . Second, the transcriptomic AHBA expression data can be downloaded from https://human.brain-map.org/ . All post-processed data obtained in this manuscript, including the time-series fMRI signals corresponding to regions in the different iPAs, the SC and FC matrices, the optimal brain partition, and the γ -modulated trees are available in ( https://zenodo.org/record/8158914 ) 66 ."
10.1038/s41597-024-03067-9,MISSING
10.1038/s41597-024-03073-x,"The BraTS 2020 and 2021 datasets are openly available through the following websites. https://www.med.upenn.edu/cbica/brats2020/data.html http://braintumorsegmentation.org The generated synthetic images (100,000 five channel images per generative model), and the trained generative models, are shared at the AIDA data hub 44 , 45 ; https://datahub.aida.scilifelab.se/10.23698/aida/synthetic/brgandi ."
10.1038/s41597-024-03086-6,MISSING
10.1038/s41597-024-03036-2,MISSING
10.1038/s41597-024-03021-9,MISSING
10.1038/s41597-024-02942-9,MISSING
10.1038/s41597-024-03074-w,MISSING
10.1038/s41597-024-03083-9,MISSING
10.1038/s41597-024-03090-w,MISSING
10.1038/s41597-024-03068-8,MISSING
10.1038/s41597-023-02844-2,MISSING
10.1038/s41597-024-03095-5,MISSING
10.1038/s41597-024-03100-x,MISSING
10.1038/s41597-024-03107-4,MISSING
10.1038/s41597-024-03097-3,MISSING
10.1038/s41597-023-02868-8,MISSING
10.1038/s41597-024-03098-2,MISSING
10.1038/s41597-024-03091-9,MISSING
10.1038/s41597-024-03081-x,MISSING
10.1038/s41597-024-03071-z,MISSING
10.1038/s41597-024-03106-5,MISSING
10.1038/s41597-024-03113-6,MISSING
10.1038/s41597-024-03108-3,MISSING
10.1038/s41597-024-03096-4,MISSING
10.1038/s41597-024-03104-7,MISSING
10.1038/s41597-024-03102-9,MISSING
10.1038/s41597-024-03103-8,MISSING
10.1038/s41597-024-03093-7,MISSING
10.1038/s41597-024-03111-8,MISSING
10.1038/s41597-024-03110-9,MISSING
10.1038/s41597-024-03092-8,MISSING
10.1038/s41597-024-03114-5,"All sequencing data reported in this paper have been deposited in the Gene Expression Omnibus database (GEO Accession ID: GSE167186, GSE129643 and GSE136344; https://www.ncbi.nlm.nih.gov/geo/ ) and the Genome Sequence Archive (Genomics, Proteomics & Bioinformatics 2021) in National Genomics Data Center (Nucleic Acids Res 2022), China National Center for Bioinformation/Beijing Institute of Genomics, Chinese Academy of Sciences (GSA: CRA011059 and CRA011069) that are publicly accessible at https://ngdc.cncb.ac.cn/gsa . The single-cell and single-nucleus datasets generated in the study have been deposited on Figshare 56 . The Figshare repository also contains supplementary Table 1 and supplementary Figs. 1 , 2 57 , 58 ."
10.1038/s41597-024-03127-0,"All the scRNA-seq data, spatial transcriptomics data and bulk RNA-seq data were downloaded from previous publications or public domains. The four scRNA-seq datasets were obtained from Gene Expression Omnibus (GEO, https://www.ncbi.nlm.nih.gov/geo ) at GSE176078 17 , GSE167036 41 , GSE180286 42 , and GSE161529 39 . And two spatial transcriptomics datasets (ST_Angele_2023 and ST_Amanda_2023) were also obtained from GEO at GSE213688 35 and GSE243275 36 . ST_Wu_2021 was acquired from Zenodo repository ( https://doi.org/10.5281/zenodo.4739739 ) 34 . Two bulk datasets were both acquired from cBioPortal at https://www.cbioportal.org . The processed data and intermediate results in our manuscript were uploaded on Figshare repository at https://doi.org/10.6084/m9.figshare.25019903 71 ."
10.1038/s41597-024-03129-y,MISSING
10.1038/s41597-024-03123-4,MISSING
10.1038/s41597-024-03117-2,MISSING
10.1038/s41597-024-03112-7,MISSING
10.1038/s41597-024-03101-w,MISSING
10.1038/s41597-024-03118-1,MISSING
10.1038/s41597-024-03120-7,MISSING
10.1038/s41597-024-03126-1,MISSING
10.1038/s41597-024-03119-0,MISSING
10.1038/s41597-024-03109-2,MISSING
10.1038/s41597-024-03132-3,MISSING
10.1038/s41597-024-03025-5,MISSING
10.1038/s41597-024-03133-2,MISSING
10.1038/s41597-024-03105-6,"The authors declare that the data supporting the findings of this study are available free of charge 6 . The repository features multiple datasets that have been curated for this research. The repository contains the following files: File AqSolDBc.csv Curated data from the AqSolDB. The available columns are: • ID Compound ID (string) • InChI InChI code of the chemical structure (string) • Solubility Mole/L logarithm of the thermodynamic solubility in water at pH 7 (+/−1) at ~300 K (float) • SMILEScurated Curated SMILES code of the chemical structure (string) • SD Standard laboratory Deviation, default value: −1 (float) • Group Data quality label imported from AqSolDB (string) • Dataset Source of the data point (string) • Composition Purity of the substance: mono-constituent, multi-constituent, UVCB (Categorical) • Error Identifier error on the data point, default value: None (String) • Charge Estimated formal charge of the compound at pH 7: Positive, Negative, Zwiterion, Uncharged (Categorical) File OChemUnseen.csv Solubility data from OChem, curated and orthogonal to AqSolDB. The available columns are: • SMILES Curated SMILES code of the chemical structure (string) • LogS Mole/L logarithm of the thermodynamic solubility in water at pH 7 ( + /−1) (float) File OChemOverlapping.csv Solubility data from OChem, curated; chemical structures are also present inside AqSolDB. The available columns are: • SMILES Curated SMILES code of the chemical structure (string) • LogS Mole/L logarithm of the thermodynamic solubility in water at pH 7 ( + /−1) (float) File OChemCurated.csv Solubility data from OChem, curated. The available columns are: • ID Compound ID (string) • Name Compound name (string) • SMILES Curated SMILES code of the chemical structure (string) • SDi Standard laboratory Deviation, default value: −1 (float) • Reference Unformated bibliographic reference which the data point is originating from (string) • LogS Mole/L logarithm of the thermodynamic solubility in water at pH 7 ( + /−1) (float) • EXTERNALID Compound ID as appearing in its data source, default value: None (string) • CASRN CAS number of the compound, default value: None (string) • ARTICLEID Source ID linked to the column Reference (string) • Temperature Temperature of the measure, in K (float)"
10.1038/s41597-024-03130-5,MISSING
10.1038/s41597-024-03139-w,MISSING
10.1038/s41597-024-03134-1,MISSING
10.1038/s41597-024-03138-x,MISSING
10.1038/s41597-024-03116-3,MISSING
10.1038/s41597-024-03155-w,MISSING
10.1038/s41597-024-03157-8,MISSING
10.1038/s41597-024-03143-0,MISSING
10.1038/s41597-024-03150-1,MISSING
10.1038/s41597-024-03135-0,MISSING
